Date,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2002-08-23,0.0,0.0,0.9924572744725154,0.7200188813175291,0.8255236706049358
2002-08-26,0.0,0.0,0.9503740128344313,0.6796260069416459,0.760334731002053
2002-08-27,0.0,0.0,0.9377392661094444,0.7059205053983577,0.7271243804267801
2002-08-28,0.0,0.0,1.0129552534027904,0.7833056949653726,0.8402463456750717
2002-08-29,0.0,0.0,1.0603501351989961,0.7882886349978487,0.8584984545513608
2002-08-30,0.0,0.0,1.071024441703162,0.7660508174523685,0.8844633577639089
2002-09-02,0.0,0.0,0.0,0.0,0.0
2002-09-03,0.0,0.0,1.0468045334156009,0.7786191806101095,0.8613676636418334
2002-09-04,0.0,0.0,1.0713043099058615,0.7682641378078283,0.863828749937264
2002-09-05,0.0,0.0,1.1292174430081146,0.8097006090491243,0.9016308087206271
2002-09-06,0.0,0.0,1.1042181666049975,0.7682836109782439,0.7944515558085848
2002-09-09,0.0,0.0,1.096707585093299,0.7926563872848442,0.7384320521855741
2002-09-10,0.0,0.0,0.8237078656383879,0.6670889510846334,0.7040859437151697
2002-09-11,0.0,0.0,0.6744307889095794,0.4762629361888333,0.5331685217674197
2002-09-12,0.0,0.0,0.7619986574063496,0.5052917882362492,0.6200497463627171
2002-09-13,0.0,0.0,0.6250504175788418,0.2409211710747627,0.549339920224284
2002-09-16,0.0,0.0,0.549489816902226,0.26989697288609327,0.4852081017553764
2002-09-17,0.0,0.0,0.45936593064894504,0.18046065172707057,0.41301966870125767
2002-09-18,0.0,0.0,0.8265422768170972,0.48551277744975935,0.7446255082133335
2002-09-19,0.0,0.0,0.9585830954604264,0.6426121718209526,0.876438841967397
2002-09-20,0.0,0.0,0.8836492832950412,0.5517741605397198,0.7917604532858568
2002-09-23,0.0,0.0,0.9952240649839083,0.6375921283188339,0.8829828976217835
2002-09-24,0.0,0.0,1.1428473063030755,0.7132847937232157,1.0344296703220235
2002-09-25,0.023383888288310863,0.0,1.0094106219419394,0.5801483937427921,0.8924641475193518
2002-09-26,0.0,0.0,1.0019114163204754,0.526110984063725,0.868633743121337
2002-09-27,0.0,0.0,1.1628855024184621,0.6445823390681468,1.06528748889005
2002-09-30,0.0,0.0,1.24914162358275,0.669662732345495,1.132675313461945
2002-10-01,0.0,0.0,1.0101986991599643,0.4589030045867325,0.9030480089194384
2002-10-02,0.0,0.0,1.0730926407243022,0.5233185446843561,0.978078492678477
2002-10-03,0.0,0.0,1.1351332003395436,0.6163748049060025,1.025991539515635
2002-10-04,0.0,0.0,1.3180192345647719,0.812057846394583,1.1676903629502595
2002-10-07,0.0,0.0,1.4894770519975697,0.8999911340782258,1.3244690047004464
2002-10-08,0.0,0.0,1.3412061209010797,0.7571980734435056,1.2461091465625422
2002-10-09,0.0,0.0,1.470120335323186,0.8710986957286906,1.3312560190194571
2002-10-10,0.0,0.0,1.3355344157076516,0.7852832940787275,1.20549673304288
