Date,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2002-08-23,-0.5174242370300138,0.7212891908842715,0.9924572744725154,0.7430080006899591,0.8255236706049358
2002-08-26,-0.5086861369551019,0.6531292919678516,0.9503740128344313,0.702045000800881,0.760334731002053
2002-08-27,-0.5326740938766202,0.6247463869864,0.9377392661094444,0.739507177612825,0.7271243804267801
2002-08-28,-0.6014856619063198,0.7388456079184892,1.0129552534027904,0.8151450373871464,0.8402463456750717
2002-08-29,-0.4630711119373406,0.7127896823529525,1.0603501351989961,0.8304367971107353,0.8584984545513608
2002-08-30,-0.4741789146344598,0.7382652677409719,1.071024441703162,0.7857696783997602,0.8844633577639089
2002-09-02,-0.4368404991200519,0.6541695265521572,0.9931432221530437,0.725036836259932,0.7897436821579386
2002-09-03,-0.4793710186270648,0.7117528769476601,1.0468045334156009,0.7802203381397638,0.8613676636418334
2002-09-04,-0.4965135627239252,0.6994118967899625,1.0713043099058615,0.7701468753306699,0.863828749937264
2002-09-05,-0.46237699273652827,0.7314794638607234,1.1292174430081146,0.8115731079982271,0.9016308087206271
2002-09-06,-0.3933861286116951,0.6787057955601831,1.1042181666049975,0.7715475168907117,0.7944515558085848
2002-09-09,-0.3878710039331836,0.6518070080504251,1.096707585093299,0.7947740181049748,0.7384320521855741
2002-09-10,-0.3352081100096117,0.6048318909022283,0.8237078656383879,0.6675659836262464,0.7040859437151697
2002-09-11,-0.3082347047255304,0.43239330649856855,0.6744307889095794,0.47650283743723065,0.5331685217674197
2002-09-12,-0.26787475459377724,0.48824603327304805,0.7619986574063496,0.5058204856619276,0.6200497463627171
2002-09-13,-0.2520831928722677,0.39472335578848833,0.6250504175788418,0.24122209537721584,0.549339920224284
2002-09-16,-0.31300534718587025,0.26139806543585825,0.549489816902226,0.27022681694536826,0.4852081017553764
2002-09-17,-0.23239866557182226,0.18816788841184467,0.45936593064894504,0.18047842485786783,0.41301966870125767
2002-09-18,-0.3292440466496789,0.5504867232767134,0.8265422768170972,0.48686848227473656,0.7446255082133335
2002-09-19,-0.2660602322762838,0.7022744374689472,0.9585830954604264,0.645279819321623,0.876438841967397
2002-09-20,-0.1268384974306191,0.6593869510488153,0.8836492832950412,0.5540567888836321,0.7917604532858568
2002-09-23,-0.12890719673800174,0.7594676530036503,0.9952240649839083,0.6402702431684616,0.8829828976217835
2002-09-24,-0.08372379066964956,0.9176870220319275,1.1428473063030755,0.722444150638425,1.0344296703220235
2002-09-25,0.023383888288310863,0.8032416829824786,1.0094106219419394,0.5957548097285221,0.8924641475193518
2002-09-26,-0.050883803568465724,0.7852685511931927,1.0019114163204754,0.5422344577120695,0.868633743121337
2002-09-27,-0.18541835888091554,1.0014580930989594,1.1628855024184621,0.7006808314617116,1.06528748889005
2002-09-30,-0.2894451255154229,1.0568844266847603,1.24914162358275,0.75002346770096,1.132675313461945
2002-10-01,-0.3111464341250281,0.8190645158650023,1.0101986991599643,0.5204040650531394,0.9030480089194384
2002-10-02,-0.36894920172755474,0.9037719330621438,1.0730926407243022,0.5941374068896923,0.978078492678477
2002-10-03,-0.3404122831318547,0.9357806430078154,1.1351332003395436,0.6974950259684605,1.025991539515635
2002-10-04,-0.4497648531070663,1.0989217890777658,1.3180192345647719,0.9022352383664558,1.1676903629502595
2002-10-07,-0.5952982387572624,1.2497689807532955,1.4894770519975697,1.0014580922492944,1.3244690047004464
2002-10-08,-0.6522373644981672,1.162988069949987,1.3412061209010797,0.8507226719325502,1.2461091465625422
2002-10-09,-0.5674031976140642,1.2641330489165667,1.470120335323186,0.9672290249068188,1.3312560190194571
2002-10-10,-0.540638430278998,1.1475431413672066,1.3355344157076516,0.8676577394557689,1.20549673304288
2002-10-11,-0.30028566039864907,0.8740185939056583,1.0987586583393287,0.6777824710989155,0.9373229241449641
2002-10-14,-0.38016550975816527,0.8463555431162009,1.1413756984395613,0.7243283497337268,0.915330505575518
2002-10-15,-0.4233652563421865,0.6320784964209111,0.8917651418025324,0.5650917714998186,0.6897822101558058
2002-10-16,-0.48823282397704304,0.801356882600679,1.1004032144013143,0.7527333668686845,0.8342621630741851
2002-10-17,-0.49098028249129105,0.7079302301012138,0.9905733774972327,0.6586066790364263,0.7373979940867519
2002-10-18,-0.5380597491446154,0.6760973345105803,0.9782524520288088,0.6651555112620815,0.7012421462897845
2002-10-21,-0.6260289630766825,0.6721756921765495,0.932596264985137,0.6528789981445227,0.670730445269291
2002-10-22,-0.5466742589346097,0.6998554562074929,0.9748008559904292,0.7173495508314145,0.6837226196438948
2002-10-23,-0.3766597235104062,0.5701138769551453,0.8463408861085862,0.5961770919966434,0.5661673643384392
2002-10-24,-0.37368381178517956,0.5963596389284087,0.8384138973861666,0.5721539381271319,0.5869486217827736
2002-10-25,-0.4400082973765703,0.5023845245095588,0.8027939207810957,0.5591822985433875,0.4871698056703182
2002-10-28,-0.4898135055995196,0.6306619066904501,0.9235421735723968,0.6735690440498371,0.6105064596544987
2002-10-29,-0.5440403672095653,0.7025629498224221,1.0052447624094119,0.8639646272968792,0.7266256725854031
2002-10-30,-0.5449074706262104,0.7176276485856807,1.0206887861091587,0.8687616021586634,0.7205740929745045
2002-10-31,-0.6243841474278772,0.7991778343659304,1.0877519312068684,0.9280608085901387,0.7915724032518068
2002-11-01,-0.5654919444771936,0.7331581213631547,1.0275067230716033,0.8601763710856648,0.7059392620532592
2002-11-04,-0.4534057256879894,0.7091453351187015,1.0523948071187177,0.8771586445628663,0.6974459239060657
2002-11-05,-0.4451232180128679,0.680761430372536,1.0211645352627485,0.8594577891415347,0.6735491935854246
2002-11-06,-0.4864603307268157,0.6078926062538291,0.9439036361460665,0.76825175813338,0.617528646089502
2002-11-07,-0.5923158234941651,0.7904225178770822,1.126468852538376,0.9279641215318973,0.8167244296267269
2002-11-08,-0.6503374288102078,0.8442963402810763,1.1779516878707268,0.9554104980016496,0.9046972709534449
2002-11-11,-0.6773179647512715,0.9090872250869925,1.2617006158235122,1.0530611765910964,1.0173386076760236
2002-11-12,-0.6178602201303096,0.8596882891462146,1.2590681461490596,1.0433463855367346,0.9921420026594355
2002-11-13,-0.6353393878065554,0.9043120790089403,1.2609904232977691,1.079239709159857,1.021922626236699
2002-11-14,-0.42050080149930813,0.7955239457156404,1.1597333194149901,1.0035280224132779,0.9011333452295853
2002-11-15,-0.41733375891737967,0.7426392494828088,1.1459966345521184,0.9853467160875833,0.8693809164426898
2002-11-18,-0.4464275215132807,0.8359149642107859,1.2079095271552778,1.0321756963919686,0.9685525734815192
2002-11-19,-0.6084468677328342,0.8522144027636099,1.2223810406107924,1.0563332263076894,0.9889337726590011
2002-11-20,-0.5372393730348003,0.7438483541922026,1.1097439760707895,0.9565590413832804,0.8457473545780243
2002-11-21,-0.3796756936756802,0.6012870580972571,0.9832626624085937,0.7497033202457895,0.7095631051040047
2002-11-22,-0.42138286082606896,0.6824473136538138,1.0888803338827038,0.8974826840359059,0.7330678463843556
2002-11-25,-0.40552425513550777,0.6471396452341748,1.026261900109683,0.7780279993880245,0.7013361065974958
2002-11-26,-0.4028005390382107,0.7019120662108878,1.0361404436996275,0.7454699609927353,0.7574230137838782
2002-11-27,-0.5206352952875003,0.6500862569214356,1.00150024956637,0.7461592207640062,0.6659645312051558
2002-11-28,-0.6614111939144431,0.7162382517420025,1.0771049946236515,0.7612523721280188,0.7801190746236317
2002-11-29,-0.6853236362337993,0.7289446868549839,1.081736669139439,0.7421363293876435,0.824566217385479
2002-12-02,-0.5549989504439686,0.7057625757230563,1.0741388313940832,0.706877766006231,0.833541578321702
2002-12-03,-0.6316214678363776,0.6818015636488041,1.097982198107795,0.7751970365302215,0.7986226518461604
2002-12-04,-0.7309739962610877,0.6931264179875734,1.1265008469128306,0.779048487528924,0.8054668466563809
2002-12-05,-0.7691413544853946,0.7418850827274439,1.1718746616930191,0.8638916969436494,0.8388130603149319
2002-12-06,-0.6547002007780318,0.6461567653693157,1.1078289893306668,0.7839624893008142,0.7916532770980665
2002-12-09,-0.7467924110716118,0.7814148037636104,1.1654865112162758,0.8046361135822335,0.9303670394162279
2002-12-10,-0.7696085367683884,0.7607177769672884,1.1281984378588668,0.792133131903744,0.9483896180893636
2002-12-11,-0.7762670141585065,0.7854399309423908,1.1301383569609706,0.7902414842042476,0.9454941983159311
2002-12-12,-0.6440827743858424,0.8147536868179218,1.2747071029190535,0.9600361406519807,0.957863967874027
2002-12-13,-0.5836943077075366,0.8332951835740489,1.3001525419125115,0.8914733216151401,0.9962164904781109
2002-12-16,-0.5688795292678906,0.7674077327837032,1.2607798691630063,0.7908358781256801,0.9400001984728868
